*Are you self-employed?*,How many employees does your company or organization have?,Is your employer primarily a tech company/organization?,Is your primary role within your company related to tech/IT?,Does your employer provide mental health benefits as part of healthcare coverage?,Do you know the options for mental health care available under your employer-provided health coverage?,"Has your employer ever formally discussed mental health (for example, as part of a wellness campaign or other official communication)?",Does your employer offer resources to learn more about mental health disorders and options for seeking help?,Is your anonymity protected if you choose to take advantage of mental health or substance abuse treatment resources provided by your employer?,"If a mental health issue prompted you to request a medical leave from work, how easy or difficult would it be to ask for that leave?",Would you feel more comfortable talking to your coworkers about your physical health or your mental health?,Would you feel comfortable discussing a mental health issue with your direct supervisor(s)?,Have you ever discussed your mental health with your employer?,Would you feel comfortable discussing a mental health issue with your coworkers?,Have you ever discussed your mental health with coworkers?,Have you ever had a coworker discuss their or another coworker's mental health with you?,"Overall, how much importance does your employer place on physical health?","Overall, how much importance does your employer place on mental health?",*Do you have previous employers?*,Was your employer primarily a tech company/organization?,Have your previous employers provided mental health benefits?,Were you aware of the options for mental health care provided by your previous employers?,Did your previous employers ever formally discuss mental health (as part of a wellness campaign or other official communication)?,Did your previous employers provide resources to learn more about mental health disorders and how to seek help?,Was your anonymity protected if you chose to take advantage of mental health or substance abuse treatment resources with previous employers?,Would you have felt more comfortable talking to your previous employer about your physical health or your mental health?,Would you have been willing to discuss your mental health with your direct supervisor(s)?,Did you ever discuss your mental health with your previous employer?,Would you have been willing to discuss your mental health with your coworkers at previous employers?,Did you ever discuss your mental health with a previous coworker(s)?,Did you ever have a previous coworker discuss their or another coworker's mental health with you?,"Overall, how much importance did your previous employer place on physical health?","Overall, how much importance did your previous employer place on mental health?",Do you *currently* have a mental health disorder?,Have you had a mental health disorder in the past?,Have you ever sought treatment for a mental health disorder from a mental health professional?,Do you have a family history of mental illness?,"If you have a mental health disorder, how often do you feel that it interferes with your work *when being treated effectively?*","If you have a mental health disorder, how often do you feel that it interferes with your work *when* _*NOT*_* being treated effectively (i.e., when you are experiencing symptoms)?*",Have your observations of how another individual who discussed a mental health issue made you less likely to reveal a mental health issue yourself in your current workplace?,How willing would you be to share with friends and family that you have a mental illness?,Would you be willing to bring up a physical health issue with a potential employer in an interview?,Why or why not?,Would you bring up your *mental* health with a potential employer in an interview?,Why or why not?.1,Are you openly identified at work as a person with a mental health issue?,"If they knew you suffered from a mental health disorder, how do you think that your team members/co-workers would react?",Have you observed or experienced an *unsupportive or badly handled response* to a mental health issue in your current or previous workplace?,Have you observed or experienced a *supportive or well handled response* to a mental health issue in your current or previous workplace?,"Overall, how well do you think the tech industry supports employees with mental health issues?",Briefly describe what you think the industry as a whole and/or employers could do to improve mental health support for employees.,Would you be willing to talk to one of us more extensively about your experiences with mental health issues in the tech industry? (Note that all interview responses would be used _anonymously_ and only with your permission.),What is your age?,What is your gender?,What country do you *live* in?,What US state or territory do you *live* in?,What is your race?,What country do you *work* in?,What US state or territory do you *work* in?
False,26-100,True,True,Yes,Yes,No,No,I don't know,Somewhat difficult,Physical health,No,False,Maybe,False,False,0.0,0.0,True,False,Some did,N/A (was not aware),None did,None did,I don't know,Physical health,"No, none of my previous supervisors",False,At some of my previous employers,False,False,0.0,0.0,Yes,Yes,True,Yes,Sometimes,Often,Yes,10,Maybe,I have back problems and I worry they would think I would not be able to perform my job duties.,No,I am afraid they would be someone who does not understand and judge me.,False,6,Maybe/Not sure,No,3,To inform employees it is ok to talk about this and that it is as important or even more important than physical health. I don't think anyone unhealthy mentally is going to be motivated to become physically healthy. I know I am not. ,True,38,male,United States of America,Tennessee,White,United States of America,Tennessee
False,100-500,True,True,I don't know,Yes,I don't know,Yes,I don't know,Somewhat easy,Physical health,No,False,Maybe,False,False,8.0,10.0,False,True,Some did,N/A (was not aware),None did,None did,I don't know,Physical health,Some of my previous supervisors,False,At some of my previous employers,False,False,5.587837837837838,3.527027027027027,No,No,False,No,Not applicable to me,Not applicable to me,No,5,Maybe,"
",Maybe,"
",False,5,No,No,5,"
",False,23,femmina,Italy,California,White,Italy,California
False,More than 1000,False,False,Yes,Yes,No,Yes,Yes,Difficult,Physical health,Yes,True,No,True,True,8.0,1.0,False,True,Some did,N/A (was not aware),None did,None did,I don't know,Physical health,Some of my previous supervisors,False,At some of my previous employers,False,False,5.587837837837838,3.527027027027027,Yes,Yes,True,Yes,Sometimes,Often,No,9,Yes,There's no big stigma that comes along with physical issues.,Maybe,"You must be your STRONGEST AND MOST PERFECT SELF when job-hunting. No weaknesses allowed, least of all BRAIN weaknesses.",False,7,No,No,3,"Open discussion of mental issues, pre-emptive language to reassure employees who may be struggling.",False,32,Male,United States of America,Massachusetts,White,United States of America,Massachusetts
True,More than 1000,True,True,Yes,No,No,No,I don't know,Somewhat easy,Physical health,Yes,False,Maybe,False,False,6.328947368421052,4.878289473684211,True,True,"Yes, they all did",N/A (was not aware),None did,Some did,"Yes, always",Same level of comfort for each,Some of my previous supervisors,False,"Yes, at all of my previous employers",False,False,5.0,3.0,Yes,Don't Know,True,Yes,Rarely,Sometimes,Yes,7,No,fear of being discriminated against,No,same - do not want to be discriminated against,True,8,No,"Yes, I experienced",3,workshops / open discussion,False,39,male,United States of America,Maine,White,United States of America,Maine
False,More than 1000,False,False,Yes,Yes,No,Yes,Yes,Neither easy nor difficult,Physical health,Maybe,False,Maybe,False,False,6.0,6.0,False,True,Some did,N/A (was not aware),None did,None did,I don't know,Physical health,Some of my previous supervisors,False,At some of my previous employers,False,False,5.587837837837838,3.527027027027027,No,No,False,No,Not applicable to me,Not applicable to me,No,6,Maybe,"
",Maybe,"
",False,8,No,No,4,"
",False,33,Male,United States of America,Tennessee,White,United States of America,Tennessee
False,500-1000,True,True,I don't know,No,No,No,Yes,Somewhat easy,Physical health,Yes,True,Maybe,True,True,5.0,4.0,True,True,Some did,I was aware of some,None did,Some did,Sometimes,Physical health,Some of my previous supervisors,True,At some of my previous employers,True,True,2.0,2.0,Yes,Possibly,True,No,Often,Often,Maybe,4,No,Because I am able bodied and do not think any issues would need to be brought up that would hinder my ability to do a job ,No,"Because I am being treated, have had a years worth of business development coaching, and don’t see why it would be required to be brought attention to ",False,7,"Yes, I observed",Maybe/Not sure,4,"Rather than having self service assistance programs, actually bring this more into tech forums, people talking about their own journeys and success stories. Not overstigmatising or self diagnosing. There is a spectrum of mental health and allowing people access to work through the journey rather than leaving them to sort themselves would be helpful.
More awareness of mental illness forums at tech such as Ignote to ITSMFX",True,38,Female,New Zealand,California,White,New Zealand,California
False,26-100,True,True,Yes,No,No,I don't know,I don't know,Very easy,Same level of comfort for each,Maybe,False,Maybe,False,False,6.0,6.0,True,True,Some did,"No, I only became aware later",None did,None did,I don't know,Same level of comfort for each,I don't know,False,At some of my previous employers,True,False,4.0,4.0,Possibly,Yes,True,No,Sometimes,Often,No,5,Yes,"If it affects the work, the employer should know.",Maybe,"If the issue is related to work, the problem will hopefully not exist at a new workplace",False,9,No,"Yes, I experienced",3,"quarterly ""wellness"" checks?",True,42,Male,United States of America,Arizona,White,United States of America,Arizona
False,500-1000,True,False,I don't know,Yes,No,No,I don't know,Difficult,Physical health,No,False,Maybe,False,False,5.0,0.0,True,False,Some did,"No, I only became aware later",None did,None did,I don't know,Physical health,Some of my previous supervisors,False,"Yes, at all of my previous employers",True,False,3.0,0.0,Possibly,No,False,No,Not applicable to me,Often,No,7,Yes,There would be less stigma discussing a physical health issue.,No,No way. ,False,3,Maybe/Not sure,No,1,"
",True,39,female,United States of America,Oregon,White,United States of America,Oregon
False,More than 1000,True,True,Not eligible for coverage / NA,No,No,No,I don't know,Very easy,Same level of comfort for each,Yes,False,Yes,False,True,8.0,5.0,True,True,"No, none did",N/A (was not aware),None did,None did,No,Same level of comfort for each,"No, none of my previous supervisors",False,"No, at none of my previous employers",False,False,1.0,1.0,Don't Know,No,False,No,Not applicable to me,Not applicable to me,Yes,9,No,"
",No,"Private, I choose with who I share that info",False,8,No,No,3,"
",False,30,Male,Spain,California,White,Spain,California
False,100-500,True,True,No,No,I don't know,I don't know,I don't know,Very easy,Same level of comfort for each,Yes,True,Maybe,True,False,8.0,6.0,True,True,"No, none did",N/A (none offered),None did,None did,I don't know,Physical health,Some of my previous supervisors,False,"No, at none of my previous employers",False,False,8.0,5.0,Possibly,Yes,False,I don't know,Not applicable to me,Often,Maybe,7,No,I would have the fear to not get the job,No,Same reason as for the physical issue,True,5,Maybe/Not sure,Maybe/Not sure,2,I really have no idea,False,39,male,Germany,California,White,Germany,California
False,500-1000,True,True,I don't know,No,No,No,I don't know,Very easy,Physical health,Maybe,False,Maybe,False,False,10.0,6.0,False,True,Some did,N/A (was not aware),None did,None did,I don't know,Physical health,Some of my previous supervisors,False,At some of my previous employers,False,False,5.587837837837838,3.527027027027027,No,Don't Know,True,Yes,Often,Often,No,4,Maybe,"
",Maybe,"
",False,4,Maybe/Not sure,No,2,"
",False,50,male,Italy,California,White,Italy,California
False,100-500,False,False,I don't know,No,No,No,I don't know,Somewhat easy,Same level of comfort for each,Maybe,False,Maybe,False,True,5.0,5.0,True,True,"No, none did",N/A (was not aware),None did,None did,I don't know,Same level of comfort for each,I don't know,False,"No, at none of my previous employers",False,False,5.0,5.0,No,No,False,No,Not applicable to me,Not applicable to me,No,9,Maybe,"
",Maybe,"
",False,6,Maybe/Not sure,Maybe/Not sure,3,"
",True,43,43,Portugal,California,White,Portugal,California
True,More than 1000,True,True,Yes,No,No,No,I don't know,Somewhat easy,Physical health,Yes,False,Maybe,False,False,6.328947368421052,4.878289473684211,True,True,Some did,"Yes, I was aware of all of them",None did,Some did,"Yes, always",Same level of comfort for each,Some of my previous supervisors,False,At some of my previous employers,True,True,7.0,4.0,Possibly,Possibly,True,No,Rarely,Sometimes,No,7,No,I have learned that it's best not to bring up ANY issues in an interview. ,No,I have learned that it's best not to bring up ANY issues in an interview. ,False,6,No,"Yes, I experienced",3,"Stop valuing work over non-work time. Stop counting cars in the parking lot after 5pm, Stop scheduling all-hands mandatory meetings for Friday afternoon. Provide more PTO and make sure employees believe that it's important to take. Get rid of ""at will"" employment. Value sensible work practices over ""burning the midnight oil""",True,59,Female,United States of America,California,White,United States of America,California
False,More than 1000,False,True,Yes,Yes,Yes,Yes,Yes,I don't know,Physical health,Maybe,False,No,False,False,10.0,8.0,True,False,Some did,I was aware of some,None did,Some did,Sometimes,Physical health,Some of my previous supervisors,False,"No, at none of my previous employers",False,False,3.0,1.0,Yes,Yes,True,Yes,Sometimes,Often,No,6,Yes,Most physical issues are clearly visible and have ways to fix. Splint for a broken leg. Larger fonts for eyes. Mental is just too unspecific.,No,Too easy to be disqualified as a candidate for unspecified and unproveable reasons.,False,7,"Yes, I experienced",No,3,Kinder gentler approach. OCD-like issues are great thing as a skill/trait for employers but can be a downer for the employee,True,53,male,United States of America,New Jersey,White,United States of America,New Jersey
False,6-25,True,True,Yes,No,Yes,I don't know,I don't know,Very easy,Physical health,Yes,False,Maybe,False,True,6.0,7.0,True,True,I don't know,N/A (was not aware),None did,None did,I don't know,Physical health,Some of my previous supervisors,False,"No, at none of my previous employers",False,False,6.0,5.0,No,Possibly,False,I don't know,Not applicable to me,Not applicable to me,No,6,Maybe,Depends on if it affects my ability to work.,Maybe,Depends on if it affects my ability to work.,False,8,No,Maybe/Not sure,3,More awareness maybe,False,35,Male,United States of America,New York,White,United States of America,New York
False,6-25,True,False,Yes,Yes,Yes,Yes,Yes,Very easy,Same level of comfort for each,Yes,False,Yes,False,False,5.0,10.0,True,False,Some did,"No, I only became aware later",None did,None did,I don't know,Physical health,Some of my previous supervisors,False,At some of my previous employers,False,False,7.0,3.0,No,No,True,Yes,Not applicable to me,Not applicable to me,No,10,Maybe,I want to believe I would have no problem bringing something up but depending on the person I still might not ,Maybe,"I would be more prone to explain a physical injury. Even though I work for a mental health company, I would still be hesitant as interviewers I believe would easily judge. I would wait till interview 3 if I knew I would need accommodation for my illness",False,10,"Yes, I experienced","Yes, I observed",3,"To continue speaking honestly when going through something, especially as a boss. To recognize when they are working long hours, and sending high demands with no space for air/time off. The boss sets the culture and if they continue to just say ""take care of yourself"" but don't make the actions for their team to do so or for their selves to do so, nothing will change. And to make sure the support resources available to them are actually working. That employees know where to go, can afford them and enjoy the care provided. I see to often money being thrown at services that are not properly audited or communicated to the team.",True,27,Female,Canada,California,White,Canada,California
False,6-25,True,True,Yes,No,No,No,No,Somewhat easy,Physical health,No,False,No,False,False,5.0,5.0,True,True,"Yes, they all did",I was aware of some,Some did,None did,No,Same level of comfort for each,Some of my previous supervisors,True,At some of my previous employers,True,True,7.0,8.0,Possibly,No,False,Yes,Sometimes,Sometimes,No,6,Maybe,"
",No,"
",False,5,Maybe/Not sure,"Yes, I observed",2,"
",False,24,female,Canada,California,White,Canada,California
False,6-25,True,True,Yes,Yes,I don't know,I don't know,I don't know,Somewhat easy,Same level of comfort for each,Yes,False,Maybe,True,True,10.0,10.0,True,False,Some did,I was aware of some,Some did,Some did,I don't know,Same level of comfort for each,Some of my previous supervisors,True,At some of my previous employers,True,True,10.0,5.0,Yes,Yes,True,Yes,Sometimes,Often,No,3,Maybe,"
",Maybe,"
",False,5,"Yes, I observed","Yes, I experienced",3,"
",False,29,Trans man,United States of America,Ohio,White,United States of America,Ohio
False,More than 1000,True,True,Yes,Yes,No,No,I don't know,I don't know,Physical health,Yes,False,No,False,False,10.0,2.0,True,True,"No, none did",N/A (none offered),None did,None did,I don't know,Physical health,"No, none of my previous supervisors",False,"No, at none of my previous employers",False,False,2.0,2.0,Yes,Possibly,True,Yes,Sometimes,Often,No,7,Yes,"
",No,Because in my experience there is no real awareness so mental healt  is seing as being weird,False,4,"Yes, I observed",Maybe/Not sure,1,Create a real pragmatic awareness when  it is possible and presidpose structures,True,40,female,Ireland,California,White,Ireland,California
False,100-500,True,True,Not eligible for coverage / NA,No,No,No,I don't know,I don't know,Physical health,Maybe,False,Maybe,False,False,9.0,2.0,True,True,I don't know,N/A (was not aware),None did,None did,I don't know,Physical health,I don't know,False,At some of my previous employers,False,False,7.0,4.0,Don't Know,Don't Know,False,No,Not applicable to me,Not applicable to me,No,9,Maybe,"Because I know employers in my area have trouble recruiting, so they are forced to be more open to individuals & life constraints",No,"Even if employers have trouble recruiting, mental issues can be seen as potentially troubling overall organization, while physical issues are seen as ""incapaciting 1 person""; the risk is seen as lower",False,6,"Yes, I observed","Yes, I observed",2,Less working time per person.,False,27,Male,France,California,White,France,California
